route_id,repeat_id,fold_id,component,loss_full,loss_reduced,delta_loss,delta_loss_clamped,share,defined
pooled_spatiotemporal_no_age,5,fold_001,Associations,1.25097505388817,1.1085408690304641,-0.14243418485770598,0,0,TRUE
pooled_spatiotemporal_no_age,5,fold_002,Abiotic,1.3087013816924173,1.3999137424350216,0.0912123607426043,0.0912123607426043,24.43678272059755,TRUE
pooled_spatiotemporal_no_age,5,fold_002,Spatial,1.3087013816924173,1.5907474886683242,0.2820461069759068,0.2820461069759068,75.56321727940245,TRUE
pooled_spatiotemporal_no_age,5,fold_002,Associations,1.3087013816924173,1.1985500318164133,-0.11015134987600406,0,0,TRUE
pooled_spatiotemporal_no_age,5,fold_003,Abiotic,1.4902178010174254,1.5900959697054522,0.09987816868802679,0.09987816868802679,57.62817736184165,TRUE
pooled_spatiotemporal_no_age,5,fold_003,Spatial,1.4902178010174254,1.5636544468183275,0.073436645800902145,0.073436645800902145,42.37182263815835,TRUE
pooled_spatiotemporal_no_age,5,fold_003,Associations,1.4902178010174254,1.3610819646761916,-0.12913583634123382,0,0,TRUE
pooled_spatiotemporal_no_age,5,fold_004,Abiotic,1.1662469549820105,1.1412538820134217,-0.02499307296858877,0,0,TRUE
pooled_spatiotemporal_no_age,5,fold_004,Spatial,1.1662469549820105,1.4678681635008974,0.30162120851888696,0.30162120851888696,100,TRUE
pooled_spatiotemporal_no_age,5,fold_004,Associations,1.1662469549820105,1.1073087341261,-0.058938220855910384,0,0,TRUE
pooled_spatiotemporal_no_age,5,fold_005,Abiotic,1.299837244735644,1.2940331414191537,-0.005804103316490394,0,0,TRUE
pooled_spatiotemporal_no_age,5,fold_005,Spatial,1.299837244735644,1.3120515143799298,0.012214269644285736,0.012214269644285736,100,TRUE
pooled_spatiotemporal_no_age,5,fold_005,Associations,1.299837244735644,1.133460387231317,-0.16637685750432718,0,0,TRUE
